term,estimate,std.error,robust.se,statistic,p.value,model,outcome
duration,0.9134793194314509,0.12815548759355758,0.1656673624410368,5.5139365169562,3.5089521301759995e-8,s3,mortality_heart
cluster_MOD,-1.2473940122009142,0.1674777902651353,0.1924730653703791,-6.480875699675346,9.119177783873153e-11,s0,mortality_malignant_neoplasms
cluster_SIDD,-0.8394599939253192,0.19833144051812798,0.2629542907041843,-3.1924179357456715,0.0014108702899611441,s0,mortality_malignant_neoplasms
cluster_SIRD,-0.7371880160358322,0.14810280540236714,0.1971341233320047,-3.739525169847395,1.8436818766522247e-4,s0,mortality_malignant_neoplasms
cluster_MOD,-0.21933755634719396,0.2185023663020617,0.27929534539731915,-0.785324782391806,0.43226316918016633,s1,mortality_malignant_neoplasms
cluster_SIDD,-0.07065445270376791,0.22130353691465277,0.31616247683868964,-0.22347513661406684,0.82316573195031,s1,mortality_malignant_neoplasms
cluster_SIRD,-0.13713794738854787,0.1657522810537444,0.23139803060877523,-0.5926495874997617,0.553415685901584,s1,mortality_malignant_neoplasms
dm_age,0.04220162621165334,0.00591845720321531,0.007176082216935184,5.88087272914177,4.081088864426716e-9,s1,mortality_malignant_neoplasms
year_fe,0.024471109210390415,0.13033899481308608,0.16808773066427662,0.1455853387613806,0.8842487426332509,s1,mortality_malignant_neoplasms
cluster_MOD,-0.24290053271267142,0.21864697613314918,0.27957945564160497,-0.8688068018275544,0.3849528121317283,s2,mortality_malignant_neoplasms
cluster_SIDD,-0.07714903126198226,0.22208560195651764,0.3168453066413398,-0.243491160023124,0.8076249323636702,s2,mortality_malignant_neoplasms
cluster_SIRD,-0.10921372066671355,0.16575443792351954,0.23344383402886454,-0.46783724710933955,0.6399009821683552,s2,mortality_malignant_neoplasms
gender,-0.46973992232919853,0.11911715328125752,0.13481558886482803,-3.484314583235476,4.933991928967132e-4,s2,mortality_malignant_neoplasms
dm_age,0.04541530841974061,0.006105133023856799,0.007801028204346664,5.8217080146480695,5.824924828563701e-9,s2,mortality_malignant_neoplasms
smoke_current,0.43599339047961805,0.14648341430635328,0.18191531244577294,2.3966832951986,0.016544216483548962,s2,mortality_malignant_neoplasms
year_fe,0.020617866051804268,0.13034856987061472,0.1682782229001702,0.12252248506353472,0.9024852396382181,s2,mortality_malignant_neoplasms
cluster_MOD,-0.8321470835115226,0.14474278340288513,NA,-5.749143853308928,8.969647907285897e-9,m0,mortality_malignant_neoplasms
cluster_SIDD,-0.9627466685741333,0.1932839752277034,NA,-4.980995798746086,6.325791338668821e-7,m0,mortality_malignant_neoplasms
cluster_SIRD,-0.7045272561245592,0.14556654406263442,NA,-4.839898210549087,1.2990564752591505e-6,m0,mortality_malignant_neoplasms
cluster_MOD,0.02365417457958403,0.19652247509539245,NA,0.12036371192710778,0.9041950360583729,m1,mortality_malignant_neoplasms
cluster_SIDD,-0.3442787086811289,0.21334487215000267,NA,-1.6137191637728547,0.1065883552688399,m1,mortality_malignant_neoplasms
cluster_SIRD,-0.20984647239507623,0.16146634234878676,NA,-1.299629813511119,0.19372787637722902,m1,mortality_malignant_neoplasms
dm_age,0.03420011762152861,0.005461083180437414,NA,6.262515418926341,3.788164061033376e-10,m1,mortality_malignant_neoplasms
year_fe,-0.0022578643477378572,0.1200100702176699,NA,-0.01881395739243069,0.9849895194049761,m1,mortality_malignant_neoplasms
cluster_MOD,0.003131120583146631,0.19649906597400163,NA,0.015934531635691862,0.9872866212340471,m2,mortality_malignant_neoplasms
cluster_SIDD,-0.3557985704029168,0.21360903251432825,NA,-1.6656532086443998,0.09578250670348262,m2,mortality_malignant_neoplasms
cluster_SIRD,-0.17665970164304334,0.16151775469099705,NA,-1.0937478791790702,0.2740655690183815,m2,mortality_malignant_neoplasms
gender,-0.4680944323344995,0.11034849244432753,NA,-4.241964905598145,2.2157134504572456e-5,m2,mortality_malignant_neoplasms
dm_age,0.03554841381842904,0.005577813471831207,NA,6.373180816811794,1.851473780881743e-10,m2,mortality_malignant_neoplasms
smoke_current,0.3090178969715197,0.1375933618628663,NA,2.245877946346752,0.02471182684183228,m2,mortality_malignant_neoplasms
year_fe,-0.0045195141471524695,0.11998060373370853,NA,-0.03766870649512087,0.9699518268797536,m2,mortality_malignant_neoplasms
cluster_MOD,-0.19435083048240898,0.22056017075168854,0.2857916374193456,-0.6800437977729754,0.49647672919151664,s3,mortality_malignant_neoplasms
cluster_SIDD,-0.06380814252270187,0.225479101878478,0.3167460543857217,-0.20144889459301255,0.8403475863952832,s3,mortality_malignant_neoplasms
cluster_SIRD,-0.06133560175904762,0.16660978184889674,0.23127930099533245,-0.2652014317540914,0.7908542920017857,s3,mortality_malignant_neoplasms
gender,-0.5330386176316245,0.12007153713455142,0.1359735664140178,-3.920163541262182,8.848889873371787e-5,s3,mortality_malignant_neoplasms
dm_age,0.05311515365584282,0.006492276865644619,0.008408659785063678,6.316720501665603,2.6717214453666415e-10,s3,mortality_malignant_neoplasms
smoke_current,0.5076381206630093,0.1474179625388764,0.18159756579748806,2.7954015706857627,0.005183528363357173,s3,mortality_malignant_neoplasms
rx_insulin,0.19116713221792114,0.17188465871211817,0.18940344875910636,1.0093117811231511,0.31282513181473137,s3,mortality_malignant_neoplasms
rx_otherdm,-0.23216024493360085,0.14137780866273897,0.17214995480394588,-1.3485931216072529,0.17746769122730166,s3,mortality_malignant_neoplasms
rx_chol,-0.2528407211003764,0.12535017663252895,0.15587245029250793,-1.6221001249797464,0.10478191142888603,s3,mortality_malignant_neoplasms
rx_htn,0.2850182251490404,0.12724404304402268,0.15309980084510869,1.8616498752822925,0.06265245821241089,s3,mortality_malignant_neoplasms
year_fe,0.01637595275382285,0.13187089178504796,0.17007425776166116,0.09628707465401261,0.9232925763198258,s3,mortality_malignant_neoplasms
duration,0.6132424839673695,0.15723681413136834,0.17795267349500163,3.446098740318135,5.687425067012953e-4,s3,mortality_malignant_neoplasms
cluster_MOD,-0.8827656457437635,0.08647303203519757,0.10720187159101317,-8.23461039105372,1.8014293430281897e-16,s0,mortality_any_other
cluster_SIDD,-0.6471199048754539,0.10769410162954725,0.1320269068064962,-4.901424418159687,9.514425472460562e-7,s0,mortality_any_other
cluster_SIRD,-0.45023266894690933,0.07988620178724978,0.10581285589340352,-4.254990238619741,2.0905813542593996e-5,s0,mortality_any_other
cluster_MOD,-0.03020622468286858,0.11464266105575349,0.14151891170531247,-0.21344302552133512,0.8309814240989722,s1,mortality_any_other
cluster_SIDD,-0.012893630956057006,0.12014937073465605,0.13829588328536938,-0.09323221089272331,0.925719085233589,s1,mortality_any_other
cluster_SIRD,0.060131088018860405,0.09007797155521277,0.12039453033671225,0.4994503309302288,0.6174621694644952,s1,mortality_any_other
dm_age,0.03505473222104817,0.0031819793040884147,0.004744812400824285,7.388012266819725,1.4903999673779395e-13,s1,mortality_any_other
year_fe,-0.10441152452176586,0.07754091198105018,0.0970848273457348,-1.0754669640595795,0.2821657151271307,s1,mortality_any_other
cluster_MOD,-0.035960961372239926,0.11467978284296544,0.14140843720671523,-0.2543056276031895,0.7992594524917999,s2,mortality_any_other
cluster_SIDD,-0.014884150230139104,0.12009571206808552,0.1381702395301359,-0.10772327152905287,0.914215208919892,s2,mortality_any_other
cluster_SIRD,0.0650471615234081,0.09011537095739569,0.12086081592046014,0.53819892765093,0.5904397203035667,s2,mortality_any_other
gender,0.038185533229172564,0.06384657125157514,0.0706593032005911,0.540417630793352,0.5889090516827818,s2,mortality_any_other
dm_age,0.035611567251552255,0.0032060705649923664,0.0047750783634631895,7.45779745187773,8.798077903221789e-14,s2,mortality_any_other
smoke_current,0.16319283837314874,0.08567314340699178,0.10773048907172321,1.5148250024605443,0.12981672697849497,s2,mortality_any_other
year_fe,-0.10128098500238177,0.0775465047457574,0.09712814438624201,-1.0427563055217597,0.29706117289763945,s2,mortality_any_other
cluster_MOD,-0.6994964645894461,0.08211221368678054,NA,-8.51878707420672,1.6123295711659066e-17,m0,mortality_any_other
cluster_SIDD,-0.49467506684317347,0.09430320040476231,NA,-5.245580899905412,1.5579067966782917e-7,m0,mortality_any_other
cluster_SIRD,-0.46080113426252034,0.07960447268335354,NA,-5.788633712774793,7.0961248518488235e-9,m0,mortality_any_other
cluster_MOD,0.1377613206540314,0.10961830204698264,NA,1.2567364945589707,0.20884906851965163,m1,mortality_any_other
cluster_SIDD,0.0984151374462142,0.10605824017831875,NA,0.9279348524051128,0.3534413642608665,m1,mortality_any_other
cluster_SIRD,0.03020674704269996,0.0884424177483562,NA,0.3415413984797061,0.7326960448868488,m1,mortality_any_other
dm_age,0.03339091455798955,0.0029914215515773916,NA,11.162223037532893,6.241113778315493e-29,m1,mortality_any_other
year_fe,-0.15992192997529753,0.07268908494564637,NA,-2.200081760485497,0.027801094708812042,m1,mortality_any_other
cluster_MOD,0.12977220650322868,0.10966811900296425,NA,1.18331751910253,0.23668333219766874,m2,mortality_any_other
cluster_SIDD,0.09557302542680346,0.10612404832939491,NA,0.9005783979344391,0.367812524494465,m2,mortality_any_other
cluster_SIRD,0.037868533889219624,0.08848457514801722,NA,0.42796762967865354,0.6686746878161862,m2,mortality_any_other
gender,-0.124832277740094,0.06029797232032697,NA,-2.070256642743059,0.038428317458930356,m2,mortality_any_other
dm_age,0.0337316189968746,0.003020571778029753,NA,11.167295954435795,5.894816495413354e-29,m2,mortality_any_other
smoke_current,0.097522380313341,0.08238402428985693,NA,1.1837535390383678,0.2365106386810862,m2,mortality_any_other
year_fe,-0.1598943764640629,0.07268289193509371,NA,-2.1998901282966234,0.027814691277074775,m2,mortality_any_other
cluster_MOD,-0.005176423336677505,0.11600516625778383,0.14248868574513834,-0.036328662234531996,0.9710202958608412,s3,mortality_any_other
cluster_SIDD,-0.07132381734285399,0.12266955981859096,0.14644381404539691,-0.48703878554231,0.6262308453465667,s3,mortality_any_other
cluster_SIRD,0.05794763024347769,0.09059274055395229,0.12413889126799,0.4667967439662469,0.6406453056232199,s3,mortality_any_other
gender,-0.03857148352579272,0.06450564981073742,0.07325315986029339,-0.5265504395899822,0.598505816202227,s3,mortality_any_other
dm_age,0.04812101677927531,0.0034158331563957315,0.004801344887390007,10.0224037031078,1.2151115585116978e-23,s3,mortality_any_other
smoke_current,0.2876345247854065,0.08623094091367418,0.1042048744805428,2.7602789813744635,0.005775202060343111,s3,mortality_any_other
rx_insulin,0.7866676641624969,0.08230634350251308,0.0973366222356152,8.08192893994484,6.375025109468986e-16,s3,mortality_any_other
rx_otherdm,-0.28952659616782894,0.07519618159138303,0.08950816174654666,-3.234639059929071,0.0012179659369950778,s3,mortality_any_other
rx_chol,-0.14763091808333287,0.06869441267481588,0.07650590656210744,-1.9296669331470007,0.053648119618522463,s3,mortality_any_other
rx_htn,0.29227972578209616,0.07058210852064248,0.08627959224059502,3.3875881676290183,7.05100506167884e-4,s3,mortality_any_other
year_fe,-0.12695289787294414,0.07829584984049127,0.09839801902022015,-1.2901977004928946,0.19698202435266687,s3,mortality_any_other
duration,0.6577343862682669,0.08933781512451038,0.09856413835630914,6.673161225136048,2.5035109281688482e-11,s3,mortality_any_other
