term,estimate,std.error,robust.se,statistic,p.value,model,outcome
clusterSIRD,0.4922781625687275,0.00530350719397214,0.3578307026126265,1.3757292456305754,0.168905473998948,m2,mortality_malignant_neoplasms
gender,-0.46536448209231174,0.003715674005819236,0.2421939519136255,-1.9214537704817516,0.05467452522249831,m2,mortality_malignant_neoplasms
dm_age,0.057890698765706204,2.157069851038986e-4,0.011358910679660598,5.096500923223737,3.4598887682198734e-7,m2,mortality_malignant_neoplasms
clusterMOD,-0.8843221951710765,0.0034033112766559525,0.25332345499763026,-3.4908816287040967,4.8142950144484616e-4,m0,mortality_other
clusterSIDD,-1.5789776789027736,0.00800416044410266,0.3913166487305004,-4.035038335387092,5.459338336015453e-5,m0,mortality_other
clusterSIRD,-0.43723236204730287,0.004233090894439933,0.37434210520272654,-1.1680020921251106,0.2428059209922756,m0,mortality_other
clusterMOD,-0.30383445139280046,0.0039893833074299495,0.3107742732601307,-0.9776692523659405,0.3282379338341046,m1,mortality_other
clusterSIDD,-1.1524626245971687,0.00813931459173501,0.4040904155727243,-2.85199198046745,0.004344619669448512,m1,mortality_other
clusterSIRD,0.07833063337949421,0.004580845105333021,0.36393623627798843,0.21523175098085665,0.8295866372675036,m1,mortality_other
dm_age,0.047992808344344856,1.757863314944057e-4,0.011924028402770853,4.0248820887740004,5.700387015827874e-5,m1,mortality_other
clusterMOD,-0.3007704503681238,0.003992969566256398,0.3119186390489748,-0.964259305840647,0.3349159376470364,m2,mortality_other
clusterSIDD,-1.1528973750453944,0.008140447207497016,0.4037160355459943,-2.8557136044551488,0.004294022770046837,m2,mortality_other
clusterSIRD,0.0764547148346917,0.004584920817122593,0.36372275814902916,0.21020052532254715,0.8335111695746503,m2,mortality_other
gender,-0.0591733428355827,0.002943002505267068,0.21687482541374764,-0.2728456044757314,0.7849719017540272,m2,mortality_other
dm_age,0.04842601028755561,1.7753071046688285e-4,0.012133743518074747,3.9910197718798766,6.57897946608924e-5,m2,mortality_other
