term,estimate,std.error,statistic,p.value,model,outcome
clusterMOD,-0.8998578451846674,0.8373537238544635,-1.0746448239848843,0.28253377545229674,m0,mortality_accidents
clusterSIDD,0.3234711624390043,0.8378016056790473,0.38609518082365984,0.6994261788114706,m0,mortality_accidents
clusterSIRD,0.14500948274034095,0.8371024081389097,0.1732278886435576,0.8624723030445206,m0,mortality_accidents
clusterMOD,-0.6686544189287897,0.949021209215062,-0.7045726822921435,0.4810762037728123,m1,mortality_accidents
clusterSIDD,0.5107790602496686,0.9099499101341404,0.5613265681562318,0.5745749330073548,m1,mortality_accidents
clusterSIRD,0.34751338751300137,0.9216991900376873,0.37703557871065496,0.7061471647317265,m1,mortality_accidents
dm_age,0.017830186756055893,0.0347813640372969,0.5126362133738099,0.6082058166475551,m1,mortality_accidents
clusterMOD,-0.6369359228988354,0.9506224540211546,-0.6700198593085845,0.5028451304764641,m2,mortality_accidents
clusterSIDD,0.49309982898725735,0.9097900471477536,0.5419929911666488,0.5878233342091552,m2,mortality_accidents
clusterSIRD,0.35537861126286513,0.924341499731283,0.384466792160882,0.7006325041269581,m2,mortality_accidents
gender,-0.40653962897860396,0.6300708474245705,-0.6452284384214002,0.5187791595293249,m2,mortality_accidents
dm_age,0.019499834257647574,0.03529459337917276,0.5524878569405582,0.580614151748237,m2,mortality_accidents
clusterMOD,-1.5574991647423573,0.45019979935874027,-3.459573209408006,5.4103218046552e-4,m0,mortality_cerebrovascular
clusterSIDD,-17.949839709164774,2721.087484278685,-0.006596568398800664,0.9947367380919012,m0,mortality_cerebrovascular
clusterSIRD,-0.6712255093830746,0.48571101997497423,-1.3819441638727052,0.16698884610158043,m0,mortality_cerebrovascular
clusterMOD,-0.2324794041697662,0.5193003194350756,-0.447678145899603,0.6543854960087224,m1,mortality_cerebrovascular
clusterSIDD,-17.893282574015455,4235.238486370215,-0.004224858324176872,0.9966290607997855,m1,mortality_cerebrovascular
clusterSIRD,0.382826162606083,0.517572065025295,0.7396576988508322,0.45950772163432335,m1,mortality_cerebrovascular
dm_age,0.10536150595645112,0.01996501995975501,5.277305315438514,1.3109736263658667e-7,m1,mortality_cerebrovascular
clusterMOD,-0.1678068873066554,0.5216042300992882,-0.3217130491344234,0.7476700912230619,m2,mortality_cerebrovascular
clusterSIDD,-17.900975021954814,4212.3587313004155,-0.004249632133402971,0.9966092943373389,m2,mortality_cerebrovascular
clusterSIRD,0.4100470882556088,0.5176743146086227,0.7920947141555916,0.4283054519588775,m2,mortality_cerebrovascular
gender,-0.5854527449813869,0.33319222918345043,-1.7571020381121967,0.07890041840842421,m2,mortality_cerebrovascular
dm_age,0.11091151900081267,0.02043209354174276,5.428299296605141,5.689357574817974e-8,m2,mortality_cerebrovascular
clusterMOD,-2.2831247298879642,0.7419101061769946,-3.077360330960754,0.0020884268176078,m0,mortality_alzheimer
clusterSIDD,-1.7520023310173145,1.0250346753742137,-1.7092127448056367,0.08741154893198912,m0,mortality_alzheimer
clusterSIRD,-18.333412605650178,3680.8897505525742,-0.004980701365178887,0.9960259917095539,m0,mortality_alzheimer
clusterMOD,-1.185799244540867,0.8146301612554154,-1.4556289478816349,0.145495221186304,m1,mortality_alzheimer
clusterSIDD,-0.9107898069284815,1.0521072861948442,-0.8656814935884861,0.3866648514700181,m1,mortality_alzheimer
clusterSIRD,-17.384586893475852,3559.7092331919985,-0.004883709807356107,0.996103378834748,m1,mortality_alzheimer
dm_age,0.08460887020483072,0.025259554386501577,3.349578892414854,8.093450358872634e-4,m1,mortality_alzheimer
clusterMOD,-1.1389942477116375,0.8162668438215607,-1.3953699777625983,0.16290429981855892,m2,mortality_alzheimer
clusterSIDD,-0.9222491015461617,1.0517089239738937,-0.8769052734300602,0.3805380916621869,m2,mortality_alzheimer
clusterSIRD,-17.358501944921255,3572.4237181443577,-0.004859026620150722,0.9961230729350558,m2,mortality_alzheimer
gender,-0.47172358571810763,0.43077294765795665,-1.0950631609593708,0.2734889665052773,m2,mortality_alzheimer
dm_age,0.08802937236933406,0.025592127929681574,3.439705076936498,5.823484001414144e-4,m2,mortality_alzheimer
clusterMOD,-1.4897016307830413,0.49575390170747785,-3.004921646914334,0.002656492724900852,m0,mortality_diabetes_mellitus
clusterSIDD,-1.1991433288590572,0.7389687292715984,-1.6227254027935025,0.10464811852129971,m0,mortality_diabetes_mellitus
clusterSIRD,-2.029463075654665,1.0225711119714358,-1.9846669360158449,0.04718153976761653,m0,mortality_diabetes_mellitus
clusterMOD,-0.25044360270344684,0.5787443211097664,-0.4327361730707107,0.6652064473829729,m1,mortality_diabetes_mellitus
clusterSIDD,-0.2738133581854904,0.7664373875594592,-0.3572546989877217,0.7209011401402072,m1,mortality_diabetes_mellitus
clusterSIRD,-1.0391623196514506,1.0437411620764117,-0.9956130479554414,0.3194381925881268,m1,mortality_diabetes_mellitus
dm_age,0.09711546997679418,0.022681106937356456,4.281778232650635,1.8540571134499102e-5,m1,mortality_diabetes_mellitus
clusterMOD,-0.1876196596522223,0.5813202512351209,-0.3227475032111648,0.7468864733173287,m2,mortality_diabetes_mellitus
clusterSIDD,-0.2881658167412336,0.7661103461495559,-0.37614139815438474,0.7068117790455862,m2,mortality_diabetes_mellitus
clusterSIRD,-1.0060442365964914,1.044516948589042,-0.9631669815941997,0.3354637321233275,m2,mortality_diabetes_mellitus
gender,-0.6167999009327086,0.38276546576200654,-1.611430382583727,0.10708594953589738,m2,mortality_diabetes_mellitus
dm_age,0.10222375191276173,0.02312552526839068,4.420386163184243,9.85246772824927e-6,m2,mortality_diabetes_mellitus
clusterMOD,-1.7406129135918158,1.0805511316848064,-1.6108565921150202,0.10721098298488647,m0,mortality_influenza_pneumonia
clusterSIDD,-0.5055188658922233,1.0807494226412344,-0.46774844871699306,0.6399644899293262,m0,mortality_influenza_pneumonia
clusterSIRD,-17.979623811549317,5632.927385324904,-0.0031918792098031387,0.9974532531829667,m0,mortality_influenza_pneumonia
clusterMOD,-0.37600300003247716,1.234423575424288,-0.3045980387268931,0.760672313950727,m1,mortality_influenza_pneumonia
clusterSIDD,0.5474933745659745,1.1605040190708134,0.47177206245639614,0.6370894941339669,m1,mortality_influenza_pneumonia
clusterSIRD,-17.80099652941526,8834.99766899567,-0.0020148275298230854,0.9983924013089562,m1,mortality_influenza_pneumonia
dm_age,0.1047586832255601,0.0434385113354877,2.411654543510473,0.01588032012375299,m1,mortality_influenza_pneumonia
clusterMOD,-0.3743793015889308,1.2367244986549872,-0.30271843243672375,0.7621044494500484,m2,mortality_influenza_pneumonia
clusterSIDD,0.5469168144040117,1.1607614353710067,0.4711707313305117,0.6375188180734269,m2,mortality_influenza_pneumonia
clusterSIRD,-17.79785359695364,8826.727405457163,-0.0020163592665102628,0.9983911791623848,m2,mortality_influenza_pneumonia
gender,-0.015580265213889067,0.7145068173537003,-0.021805621493708453,0.9826030099507254,m2,mortality_influenza_pneumonia
dm_age,0.10487326891894821,0.04376357146930292,2.396359926714607,0.01655882118132483,m2,mortality_influenza_pneumonia
clusterMOD,-0.5627419498785827,0.6278593757606729,-0.8962866074856362,0.370099709985171,m0,mortality_nephrosis
clusterSIDD,-0.7332061033797901,1.0701020934254382,-0.6851739734783333,0.49323414524764364,m0,mortality_nephrosis
clusterSIRD,-0.8852220546291771,1.0693298096272423,-0.8278288388292071,0.40776743998256676,m0,mortality_nephrosis
clusterMOD,-0.15602894375020832,0.7541393116196189,-0.20689671171645263,0.8360905246287186,m1,mortality_nephrosis
clusterSIDD,-0.4161055293158332,1.114841992837999,-0.3732417077836956,0.7089685570185044,m1,mortality_nephrosis
clusterSIRD,-0.532107251670689,1.1257991917922838,-0.4726484576912591,0.6364640046433686,m1,mortality_nephrosis
dm_age,0.032042275518170724,0.03336134213964405,0.9604612243730491,0.3368231373179171,m1,mortality_nephrosis
clusterMOD,-0.1259511232494972,0.7551136779301612,-0.16679756562580256,0.8675293342034057,m2,mortality_nephrosis
clusterSIDD,-0.4332854957125815,1.1144316433779138,-0.38879504031244605,0.6974277700135865,m2,mortality_nephrosis
clusterSIRD,-0.5258226620092878,1.1268222613991448,-0.46664206061778374,0.6407559891767253,m2,mortality_nephrosis
gender,-0.4153254093133835,0.5728851608364882,-0.7249714911570644,0.4684695202769047,m2,mortality_nephrosis
dm_age,0.03406404609663545,0.03385733083967123,1.006105480019766,0.31436483287428296,m2,mortality_nephrosis
clusterMOD,-0.9854016138816009,0.20695958693035252,-4.761323833784105,1.923271436037324e-6,m0,mortality_other
clusterSIDD,-1.037526540318344,0.35039376231420305,-2.961030280521887,0.0030661179233052917,m0,mortality_other
clusterSIRD,-0.6898936145699142,0.27965702853662855,-2.4669275010892644,0.013627794638986099,m0,mortality_other
clusterMOD,-0.19602371932603743,0.2441841427548385,-0.8027700616204458,0.42210764929743405,m1,mortality_other
clusterSIDD,-0.430940584017015,0.3625511223659709,-1.188633981339629,0.23458372983603223,m1,mortality_other
clusterSIRD,-0.02525220190160075,0.2975581757530035,-0.08486475573288246,0.9323689115219772,m1,mortality_other
dm_age,0.061845382524709745,0.01011629109525892,6.113444338676066,9.7503389531909e-10,m1,mortality_other
clusterMOD,-0.16590133361377282,0.2448114478853,-0.6776698354870299,0.49798105622110783,m2,mortality_other
clusterSIDD,-0.44147086039705286,0.36251230662835904,-1.21780930557384,0.22329644726565778,m2,mortality_other
clusterSIRD,-0.009908188720738242,0.29799566754065476,-0.03324943883416189,0.9734756734073867,m2,mortality_other
gender,-0.3314342487510818,0.1710804838380762,-1.9373001602262057,0.052708662698394984,m2,mortality_other
dm_age,0.06401322817554808,0.01024727217867073,6.246855461572393,4.1879827057501175e-10,m2,mortality_other
